confidence,comments,style,texts,text_id,label,data,p_id,feedback,consent,style_score,confidence_score
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4: Somewhat Masculine,"DOWNLOAD 'IPOOL' Online Pool - 8-ball, 9-ball, carom, 14-1, billiards. Online multiplayer pool game with realistic game physics and accurate table / ball dimensions. Fun yet tactical game of pool. Play online now against others for free or register for the full features, which include free entry...",3374786,0,BLOG,683f4c4a95e6ac73e9eff935,,I agree,4,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"The greatest challenge individuals who have opted for a meat or dairy totally free diet have is getting enough protein. Your system needs protein for healthy muscle tissue, immune system, cells and tissues and for the production of hormones. But, like anything else, it really is possible to overd...",3d34b37db7af3c1dc31c9f19f9ff0f7,male,PAN13-EN,683f4c4a95e6ac73e9eff935,,I agree,3,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,2: Somewhat Feminine,"Ok, so I have read ALOT of other peoples blogs and as of yet I think 3 people (friends of course) have read mine. I am going to start looking into places I can post my link so that I can get complete strangers to read my ramblings!! Why would I want complete strangers to read any of my daily nons...",3578919,1,BLOG,683f4c4a95e6ac73e9eff935,,I agree,2,2
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,1: Very Feminine,"dearest diary, i do not know wad to put for today's title..haha..so i will talk anything under the sun...haha...lets see... i got back my papers and i FAILED BOTH MATHS!!!haha...well what can i do right?haha...chinese i pass and english summary is the best...normally i get 7 and 8 marks now i hav...",3322392,1,BLOG,683f4c4a95e6ac73e9eff935,,I agree,1,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"'Go to America. It's filled with opportunity and knowledge' 'Go to Canada. It's fewer crime rate' 'Go to China. It's better than America' Going to a place where a person feels that he belongs, that is an exciting feeling fill with wonder and optimism. But... For many, the result is a great disapp...",3539139,0,BLOG,683f4c4a95e6ac73e9eff935,,I agree,4,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,"  technology in schools is for everyone  The African mango scam myth is blown out of the water, read about it here.  Watch this video to get info on the African mango scam myth  Is there an African mango scam or not?  read all about the African mango scam debate  Is the African mango scam really ...",682d9b4fc0ab9c306a99f4b8af476023,female,PAN13-EN,683f4c4a95e6ac73e9eff935,,I agree,3,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,I dunno. Sometimes I just think I'm doing too many things at once... But I'll give it a try for a few days...Slaving away at university at a stupid programme to save some stuff to disk. Sucks. And I wanna see football (soccer!?) instead. But there's still hours to go.That keeper really saved us t...,3441444,0,BLOG,683f4c4a95e6ac73e9eff935,,I agree,3,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"As intelligent as I am, I overlooked a key setting for my blog. Anyone can now leave a comment on my page. It appears I have ammused myself!! Tada!Forget limitations for a few minutes. Does anyone believe that things happen for a reason? Well forget that you have to make your destiny. You have to...",3287062,0,BLOG,683f4c4a95e6ac73e9eff935,,I agree,4,3
1: Not Confident. You were unsure or found the text ambiguous,,1: Very Feminine,"Todae, Sundae nite.... again mus think of tml... the dae to face the weekdaes again and to face all of those hw and test tt will be given by the teachers... But anyway, todae was quite a good dae compared to those of the others... Todae, i am able to do my hw without my dad's presence and tt i m ...",4256898,1,BLOG,683f4c4a95e6ac73e9eff935,,I agree,1,1
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,"I thought this whole having kids thingy was a good idea. I mean my parents did it, millions of people have done it, so it cannot be 'that' bad....Ha! I was hood-winked, hornswoggled, led astray! It is VERY difficult, mentally, and you end up bone weary physically. For example, my 3 year old has j...",4178158,1,BLOG,683f4c4a95e6ac73e9eff935,,I agree,2,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"Hey this is my first post so i hope i don't disapoint you, whoever you are found out about this site from a friend(  ) and thought the concept of a way to post your ideas and thoughts for free was alright so here i am typin'. well i guess i'll talk about today. well sleeped in till 11am. got up a...",3690904,0,BLOG,6840b151c4d7e9898535450f,It was amazing,I agree,3,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,1: Very Feminine,"Hey all! I am feeling refreshed today! I went to  church today and I feel like a ton of wieght has just FALLEN off of me. It was time to shake them demons off . . . it was time to reflect on my life, the purpose of my life and I needed to search and find out what god has created me for! Yes I sai...",3658006,1,BLOG,6840b151c4d7e9898535450f,It was amazing,I agree,1,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"And I feel, so much depends on the weather So is it raining in your bedroom? And I see, that these are the eyes of disarray Would you even care? Stone Temple Pilots I’ve been listening to Core for the past few weeks, on and off. The critics dismissed STP’s first album as a mediocre Nirvana knocko...",4162841,0,BLOG,6840b151c4d7e9898535450f,It was amazing,I agree,3,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,Welcome to the first day of class. Each class will be keeping a 'BLOG' as a way of accessing and rembering content that we cover in class. Each day one of you will be posting a summary of what we did in class. Writing this summary will earn you five bonus points to be added to your grade. Anyone ...,4301799,1,BLOG,6840b151c4d7e9898535450f,It was amazing,I agree,3,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,finished my first homemade ride today! Need for Speed: Underground... u can really taste the garden-grown goodness. i hope the southern public has a need for speed - 'cuz i got a need for their money! i'm actually impressed by the $50 video editing software i bought for the gig - it gives the ill...,4109640,0,BLOG,6840b151c4d7e9898535450f,It was amazing,I agree,4,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"In honor of this bag's main color, I'm gonna post in bright green. Here's a story... A few months ago, there was a lil kitty who got a book called 'Stitch N Bitch: The Knitter's Handbook'. For the next two weeks, she kept flipping through, reading it like a novel. Sometimes, she even held off goi...",3985734,1,BLOG,6840b151c4d7e9898535450f,It was amazing,I agree,4,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,people of my blogg i will not be using blogger anymore i will be using xanga so... i'll see ya'll on my comments bye oh yeah! my xanga address is hey it's me again ... here is what i'm doing to today.... To start off i went to church and sat with becca after church i went to golden corral with th...,3956655,1,BLOG,6840b151c4d7e9898535450f,It was amazing,I agree,4,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,I am still not smokingI am happy to say that I have not smoked one cigarrette. It has been super hard and I have been a little short with people lately. I do not care what anyone says. It is not in your head. I recieved a comment that fights with my sister would be funny. So since we recently had...,3358494,1,BLOG,6840b151c4d7e9898535450f,It was amazing,I agree,2,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,It was day one of the outdoor classroom. The instructors were showing the kids what to look for. They had the chance to hold new creatures and learn about them. Along with the chance to try to catch butterflies. A very exciting day was had by them all.,23551_0,Female,PASTEL,6840b151c4d7e9898535450f,It was amazing,I agree,3,3
4: Very Confident. You were very certain about your judgment with no hesitation,,2: Somewhat Feminine,This is an attention check. Please select 'Somewhat Feminine (2)' and '4: Very Confident. You were very certain about your judgment with no hesitation',1,,,6840b151c4d7e9898535450f,It was amazing,I agree,2,4
